0,81,162
88392,88393,3
89146,119268,2
119268,89149,2
89146,89148,3
89148,89149,3
44657,122821,2
122821,118113,2
44657,118112,2
118112,118113,2
44657,44658,2
44658,44659,2
110949,126436,3
126436,110952,3
110949,110950,1
4831,117346,1
4831,4832,2
4832,4833,2
38355,118024,3
118024,38359,3
38355,38357,4
38357,38359,4
54739,54778,77
54778,54816,77
30541,120540,3
120540,30544,3
30541,30543,3
30543,30544,3
75786,75794,15
75794,75801,15
71879,124172,3
124172,71882,3
71879,71881,3
71881,71882,3
35204,117948,2
117948,117949,2
35204,35205,1
88263,121092,3
121092,88265,3
88263,88264,2
88264,88265,2
21971,21992,42
21992,22013,42
72635,124186,4
124186,72638,4
72635,72637,3
72637,72638,3
7099,7100,2
7100,7101,2
45286,45287,1
30414,125252,3
125252,120529,3
30414,120528,3
120528,120529,3
30414,30415,2
30415,30416,2
92043,92055,24
92055,92067,24
39740,120663,3
120663,39743,3
39740,39742,3
39742,39743,3
72508,120945,4
120945,72511,4
72508,72510,3
72510,72511,3
117753,117754,2
117754,31827,2
84985,84986,1
32682,32686,7
32686,32689,7
4577,4594,33
4594,4610,33
30287,30291,7
30291,30294,7
31043,120573,2
120573,31047,2
31043,31045,4
31045,31047,4
63811,63845,67
63845,63878,67
6845,122130,8
122130,6852,8
6845,6849,7
6849,6852,7
35706,35710,7
35710,35713,7
48183,48246,126
48246,48309,126
49695,120814,4
120814,49697,4
49695,49696,2
49696,49697,2
103510,126270,3
126270,103513,3
103510,103512,3
103512,103513,3
91789,123377,4
123377,91791,4
91789,91790,2
91790,91791,2
96452,121295,4
121295,119481,4
96452,119480,2
119480,119481,2
96452,96453,2
96453,96454,2
113592,113599,13
113599,113605,13
7474,122289,2
122289,7476,2
7474,7475,2
7475,7476,2
69103,69164,121
69164,69224,121
97964,97965,2
97965,97966,2
94057,123404,3
123404,94061,3
94057,94059,4
94059,94061,4
122918,48715,1
102627,119906,4
119906,102631,4
102627,102629,4
102629,102631,4
82336,82351,29
82351,82365,29
78429,78432,6
78432,78435,6
54231,54265,67
54265,54298,67
17556,117526,1
17556,17558,3
17558,17559,3
38603,118039,3
118039,38607,3
38603,38605,4
38605,38607,4
72127,125802,3
125802,72131,3
72127,72129,4
72129,72131,4
117372,124823,2
124823,5472,2
117372,5470,1
55743,55755,23
55755,55766,23
89267,89280,25
89280,89292,25
48685,122915,4
122915,48687,4
48685,48686,2
48686,48687,2
114221,124806,5
124806,114225,5
114221,121521,3
121521,114224,3
114221,114223,3
114223,114224,3
8103,8118,30
8118,8133,30
58011,124060,3
124060,58015,3
58011,58013,4
58013,58015,4
9615,9647,64
9647,9679,64
54860,125694,3
125694,54863,3
54860,54862,3
54862,54863,3
18185,18194,17
18194,18202,17
63430,63451,41
63451,63471,41
87628,87629,1
100861,124562,6
124562,100865,6
100861,100863,4
100863,100865,4
43895,125527,4
125527,43899,4
43895,43897,4
43897,43899,4
52465,52478,26
52478,52491,26
77419,118872,4
118872,118874,4
77419,77420,1
7976,7983,14
7983,7990,14
28267,28293,52
28293,28319,52
162,117265,4
117265,165,4
162,164,3
164,165,3
82082,119082,3
119082,82087,3
82082,82085,5
82085,82087,5
74268,118789,3
118789,74270,3
74268,74269,2
74269,74270,2
103129,103130,2
103130,103131,2
115606,126544,3
126544,115610,3
115606,115608,4
115608,115610,4
95315,95345,60
95345,95375,60
107792,126347,3
126347,107795,3
107792,107794,3
107794,107795,3
108548,108550,3
108550,108551,3
121025,119109,1
121025,119108,1
51582,118340,2
118340,51585,2
51582,51584,3
51584,51585,3
35198,35199,1
39861,39984,246
39984,40107,246
117874,117875,1
7093,7095,4
7095,7097,4
36710,36715,9
36715,36719,9
114723,114738,29
114738,114752,29
45280,123920,4
123920,45284,4
45280,122827,2
122827,45284,2
45280,45282,4
45282,45284,4
90525,119313,1
90525,90526,1
119386,92166,1
119386,119387,2
119387,92168,2
32803,32804,1
102246,102287,82
102287,102328,82
111572,111573,1
42885,122804,3
122804,42888,3
42885,42887,3
42887,42888,3
88130,88143,26
88143,88156,26
35071,35078,13
35078,35084,13
43641,43666,50
43666,43691,50
3059,3137,156
3137,3215,156
28013,28018,9
28018,28022,9
91154,123367,5
123367,91157,5
91154,91156,3
91156,91157,3
70863,125798,3
125798,70866,3
70863,70865,3
70865,70866,3
99724,99726,1
99724,99725,2
99725,99726,2
75526,75539,26
75539,75552,26
55235,55238,5
55238,55240,5
51328,118335,3
118335,51331,3
51328,51330,3
51330,51331,3
91910,91914,8
91914,91918,8
72375,72384,18
72384,72393,18
88759,88771,23
88771,88782,23
69224,124141,3
124141,69228,3
69224,69225,2
69225,69226,2
94178,121245,4
121245,94181,4
94178,94180,3
94180,94181,3
69980,69984,1
69980,69981,2
69981,69982,2
102748,121387,4
121387,102751,4
102748,102750,3
102750,102751,3
111318,111351,66
111351,111384,66
4444,4474,59
4474,4503,59
83213,83253,80
83253,83293,80
5956,121883,3
121883,5959,3
5956,5958,3
5958,5959,3
63678,118552,3
118552,63681,3
63678,63680,3
63680,63681,3
23096,23109,26
23109,23122,26
7468,122288,3
122288,7472,3
7468,7470,4
7470,7472,4
32422,117775,2
117775,32424,2
32422,32423,2
32423,32424,2
25364,25377,26
25377,25390,26
119761,119763,1
119761,119762,2
119762,119763,2
107284,107299,29
107299,107313,29
38597,38600,6
38600,38603,6
79935,118999,2
118999,79937,2
79935,79936,2
79936,79937,2
108796,108813,34
108813,108830,34
55737,125700,3
125700,55743,3
55737,55740,6
55740,55743,6
117366,117367,1
31539,31544,9
31544,31548,9
40109,40210,202
40210,40311,202
16667,117508,2
117508,16672,2
16667,16670,5
16670,16672,5
46284,125577,4
125577,46289,4
46284,122886,4
122886,46289,4
46284,120717,4
120717,46287,4
46284,46286,3
46286,46287,3
50947,50959,23
50959,50970,23
104762,123565,2
123565,104765,2
104762,119950,2
119950,104765,2
104762,104764,3
104764,104765,3
2551,117317,3
117317,2553,3
2551,2552,2
2552,2553,2
7214,7215,2
7215,7216,2
36075,117996,3
117996,36078,3
36075,36077,3
36077,36078,3
77413,77414,1
98460,98461,1
75018,75023,9
75023,75027,9
96065,126081,6
126081,96068,6
96065,96067,3
96067,96068,3
6331,6334,5
6334,6336,5
35192,35195,5
35195,35197,5
80437,80477,80
80477,80517,80
92914,124389,2
124389,92917,2
92914,92916,3
92916,92917,3
20320,120257,3
120257,20324,3
20320,20322,4
20322,20324,4
32797,117831,4
117831,32803,4
32797,32800,6
32800,32803,6
46030,46031,2
46031,46032,2
87368,87389,42
87389,87410,42
116229,116268,78
116268,116307,78
68589,68598,18
68598,68607,18
69345,69425,159
69425,69504,159
81822,81832,20
81832,81842,20
98206,98207,1
78671,78679,16
78679,78687,16
87241,124343,3
124343,87246,3
87241,87244,5
87244,87246,5
46659,46677,36
46677,46695,36
9984,10065,161
10065,10145,161
68462,68468,11
68468,68473,11
81695,81699,8
81699,81703,8
90265,126029,3
126029,90269,3
90265,90267,4
90267,90269,4
4438,117341,3
117341,4440,3
4438,4439,2
4439,4440,2
82451,125899,2
125899,82452,2
82451,82452,1
45776,122851,8
122851,45780,8
45776,45778,4
45778,45780,4
13764,120208,2
120208,13769,2
13764,13767,5
13767,13769,5
59009,124068,3
124068,59011,3
59009,59010,2
59010,59011,2
108161,124695,4
124695,108164,4
108161,108163,3
108163,108164,3
108917,120033,3
120033,108920,3
108917,108919,3
108919,108920,3
101859,101868,17
101868,101876,17
90894,119337,3
119337,90898,3
90894,90896,4
90896,90898,4
21451,21452,1
5067,5076,18
5076,5085,18
22963,120365,3
120365,22966,3
22963,117670,3
117670,22966,3
22963,22965,3
22965,22966,3
72115,72121,12
72121,72127,12
109546,126388,4
126388,109549,4
109546,109548,3
109548,109549,3
82953,119104,2
119104,82957,2
82953,82955,4
82955,82957,4
99337,99346,17
99346,99354,17
107907,126353,2
126353,107910,2
107907,107909,3
107909,107910,3
105512,105527,29
105527,105541,29
81314,81324,20
81324,81334,20
77407,77413,1
77407,77408,1
24348,125101,4
125101,24352,4
24348,24350,4
24350,24352,4
122652,125414,2
125414,35959,2
122652,122653,2
122653,35961,2
57116,57188,144
57188,57260,144
32162,32178,32
32178,32194,32
114082,114083,1
5569,5571,1
5569,5570,1
18046,117552,2
117552,18049,2
18046,18048,3
18048,18049,3
6325,117395,2
117395,6327,2
6325,6326,2
6326,6327,2
22709,122505,5
122505,22713,5
22709,22710,1
67954,120909,4
120909,67958,4
67954,67956,4
67956,67958,4
7081,7082,2
7082,7083,2
113955,113962,13
113962,113968,13
102234,124591,6
124591,102241,6
102234,102237,5
102237,102239,5
82699,121010,1
82699,82700,1
25733,25742,17
25742,25750,17
5442,5443,2
5443,5444,2
46780,46782,1
46780,46781,2
46781,46782,2
18675,18690,29
18690,18704,29
61525,124082,2
124082,61528,2
61525,61527,3
61527,61528,3
78665,118970,3
118970,78671,3
78665,78668,6
78668,78671,6
70851,124164,3
124164,70853,3
70851,70852,2
70852,70853,2
99712,119800,4
119800,99717,4
99712,99715,5
99715,99717,5
66944,66961,33
66961,66977,33
84084,84092,15
84092,84099,15
31025,125266,3
125266,31027,3
31025,31026,2
31026,31027,2
82445,125898,3
125898,82448,3
82445,82447,3
82447,82448,3
115213,126516,3
126516,115216,3
115213,115215,3
115215,115216,3
66817,118604,5
118604,66820,5
66817,66819,3
66819,66820,3
97190,119508,3
119508,97193,3
97190,97192,3
97192,97193,3
105760,119970,4
119970,105762,4
105760,105761,2
105761,105762,2
97946,126101,4
126101,97948,4
97946,97947,2
97947,97948,2
81562,81583,42
81583,81604,42
77655,77659,8
77659,77663,8
107272,123588,4
123588,107275,4
107272,107274,3
107274,107275,3
119749,126149,2
126149,119757,2
119749,123501,6
123501,119756,6
119749,119753,7
119753,119756,7
17538,17547,18
17547,17556,18
42492,42531,78
42531,42570,78
116598,121561,3
121561,116601,3
116598,116600,3
116600,116601,3
88493,88525,63
88525,88556,63
51818,51819,1
27620,122541,3
122541,117728,3
27620,27622,4
27622,27624,4
68958,68969,22
68969,68980,22
90005,90018,26
90018,90031,26
118866,125843,2
125843,77401,2
118866,118868,3
118868,77399,3
25225,25284,118
25284,25343,118
95424,95460,72
95460,95496,72
9597,9598,1
83703,119118,2
119118,83705,2
83703,83704,2
83704,83705,2
63412,63420,15
63420,63427,15
77401,125845,3
125845,77402,3
77401,77402,1
36819,36836,33
36836,36852,33
21191,21216,49
21216,21240,49
5563,124829,2
124829,5565,2
5563,5564,1
6319,117393,4
117393,6321,4
6319,6320,2
6320,6321,2
39087,125468,2
125468,39090,2
39087,39089,3
39089,39090,3
88239,123292,3
123292,88242,3
88239,88241,3
88241,88242,3
39843,39851,15
39851,39858,15
113949,124801,3
124801,113952,3
113949,113950,2
113950,113951,2
110042,120067,3
120067,110044,3
110042,110043,2
110043,110044,2
106135,124661,3
124661,106140,3
106135,106138,5
106138,106140,5
28122,28129,13
28129,28135,13
48413,48432,37
48432,48450,37
120124,112731,1
38204,38225,41
38225,38245,41
92019,126049,5
126049,92024,5
92019,124367,2
124367,92023,2
92019,92021,4
92021,92023,4
22576,22590,28
22590,22604,28
6948,124861,3
124861,6952,3
6948,6950,4
6950,6952,4
19425,117617,5
117617,19430,5
19425,19428,5
19428,19430,5
15518,117479,6
117479,15520,6
15518,15519,2
15519,15520,2
113822,124798,5
124798,113826,5
113822,113823,2
113823,113824,2
88868,88887,37
88887,88905,37
35809,35824,29
35824,35838,29
114578,114627,98
114627,114676,98
73996,118772,2
118772,73998,2
73996,73997,1
70089,70097,15
70097,70104,15
49798,122953,4
122953,49800,4
49798,49799,2
49799,49800,2
9216,9218,1
9216,9217,2
9217,9218,2
5309,121671,3
121671,5312,3
5309,5311,3
5311,5312,3
25600,125112,2
125112,25603,2
25600,25602,3
25602,25603,3
112939,112940,2
112940,112941,2
97311,119517,4
119517,97314,4
97311,97313,3
97313,97314,3
114451,114489,75
114489,114526,75
20810,20815,9
20815,20819,9
119114,119115,2
119115,83308,2
17659,17660,1
91765,91766,1
30892,30904,23
30904,30915,23
112812,112840,56
112840,112868,56
31648,31657,17
31657,31665,17
69079,69089,20
69089,69099,20
81556,119039,2
119039,81562,2
81556,81559,6
81559,81562,6
82312,119090,3
119090,82314,3
82312,82313,2
82313,82314,2
74498,123064,3
123064,74502,3
74498,118806,3
118806,74503,3
74498,74500,4
74500,74502,4
107266,107269,6
107269,107272,6
17532,17534,3
17534,17535,3
5055,5060,10
5060,5065,10
38579,38581,1
38579,120635,2
120635,38582,2
38579,38580,2
38580,38581,2
110290,110304,27
110304,110317,27
89999,124352,3
124352,90005,3
89999,90002,6
90002,90005,6
114953,114965,23
114965,114976,23
57987,57999,24
57999,58011,24
25975,120456,4
120456,25979,4
25975,25977,4
25977,25979,4
75883,75899,32
75899,75915,32
88360,123304,4
123304,88362,4
88360,88361,2
88361,88362,2
19673,122389,4
122389,19676,4
19673,19675,3
19675,19676,3
114070,123660,3
123660,114074,3
114070,114072,4
114072,114074,4
77395,77399,1
77395,118866,1
77395,77397,4
77397,77399,4
44627,44638,22
44638,44649,22
89872,89888,32
89888,89904,32
49290,49333,86
49333,49376,86
90628,90631,5
90631,90633,5
82814,121012,3
121012,82817,3
82814,82816,3
82816,82817,3
107768,126344,4
126344,107772,4
107768,107770,4
107770,107772,4
5557,121781,5
121781,5562,5
5557,5560,5
5560,5562,5
21941,122490,3
122490,21946,3
21941,21944,5
21944,21946,5
79663,79665,1
79663,118996,3
118996,79667,3
79663,79664,2
79664,79665,2
26604,125123,2
125123,26607,2
26604,26606,3
26606,26607,3
14127,14128,1
83570,83590,40
83590,83610,40
39837,120667,3
120667,39841,3
39837,39839,4
39839,39841,4
48407,48409,3
48409,48410,3
20302,20303,1
98315,126148,2
126148,98351,2
98315,98352,1
98315,98317,4
98317,98319,4
70210,120938,4
120938,70214,4
70210,70212,4
70212,70214,4
21058,21063,9
21063,21067,9
91257,119358,2
119358,91260,2
91257,91259,3
91259,91260,3
112304,112337,66
112337,112370,66
92769,92805,72
92805,92841,72
76385,76393,16
76393,76401,16
35803,122642,2
122642,35806,2
35803,35805,3
35805,35806,3
31896,31913,33
31913,31929,33
56850,124040,3
124040,56852,3
56850,56851,2
56851,56852,2
85711,85716,10
85716,85721,10
94281,94290,17
94290,94298,17
9210,124901,3
124901,9213,3
9210,9212,3
9212,9213,3
54455,118392,3
118392,54458,3
54455,54457,3
54457,54458,3
50548,125646,3
125646,50551,3
50548,50550,3
50550,50551,3
71595,118737,3
118737,71597,3
71595,71596,2
71596,71597,2
52060,122983,2
122983,52064,2
52060,52062,4
52062,52064,4
93398,119416,4
119416,93401,4
93398,93400,3
93400,93401,3
109782,123603,2
123603,109784,2
109782,120060,2
120060,109784,2
109782,109783,2
109783,109784,2
73863,73876,25
73876,73888,25
119108,119109,1
5932,121878,2
121878,5934,2
5932,5933,2
5933,5934,2
18409,125024,3
125024,18413,3
18409,18411,4
18411,18413,4
87852,119241,4
119241,87854,4
87852,87853,2
87853,87854,2
102597,124596,5
124596,102600,5
102597,102598,2
102598,102599,2
49538,122948,4
122948,49543,4
49538,49541,5
49541,49543,5
91632,91665,66
91665,91698,66
104109,123556,3
123556,104114,3
104109,121430,4
121430,104112,4
104109,104111,3
104111,104112,3
97051,97058,13
97058,97064,13
89237,89251,27
89251,89264,27
93900,93906,11
93906,93911,11
8073,8078,9
8078,8082,9
119610,126132,2
126132,119618,2
119610,119614,8
119614,119618,8
42353,42357,7
42357,42360,7
103982,103983,1
51679,51697,35
51697,51714,35
93773,93799,52
93799,93825,52
45377,45379,4
45379,45381,4
83564,123196,2
123196,83566,2
83564,83565,2
83565,83566,2
88227,123289,4
123289,88231,4
88227,88229,4
88229,88231,4
104611,104639,56
104639,104667,56
27354,125141,4
125141,27357,4
27354,27356,3
27356,27357,3
35924,122650,3
122650,35926,3
35924,35925,2
35925,35926,2
101460,101461,1
110030,110036,12
110036,110042,12
98309,98312,6
98312,98315,6
29622,29629,14
29629,29636,14
30378,30382,7
30382,30385,7
22564,22568,8
22568,22572,8
116961,121565,2
121565,116963,2
116961,116962,2
116962,116963,2
35041,35045,7
35045,35048,7
77135,124247,2
124247,77137,2
77135,77136,2
77136,77137,2
118473,57984,1
118473,118474,2
118474,57983,2
123136,118891,1
20925,122418,5
122418,20927,5
20925,20926,2
20926,20927,2
53693,118376,3
118376,53696,3
53693,53695,3
53695,53696,3
70077,124153,2
124153,70080,2
70077,70079,3
70079,70080,3
41216,41358,283
41358,41499,283
66926,118609,4
118609,66931,4
66926,66929,5
66929,66931,5
46635,46644,17
46644,46652,17
59112,59184,143
59184,59255,143
38821,125463,3
125463,38825,3
38821,38822,1
34914,34936,44
34936,34958,44
6809,124849,2
124849,6811,2
6809,6810,2
6810,6811,2
101206,101238,63
101238,101269,63
31763,31779,31
31779,31794,31
105869,119982,5
119982,105871,5
105869,105870,2
105870,105871,2
81671,81682,22
81682,81693,22
123765,29638,1
87090,124336,2
124336,87093,2
87090,87092,3
87092,87093,3
25461,25531,139
25531,25600,139
30124,120506,3
120506,30127,3
30124,30126,3
30126,30127,3
9833,124910,9
124910,9834,9
9833,9834,1
104230,104232,3
104232,104233,3
18403,125021,4
125021,18405,4
18403,18404,2
18404,18405,2
112800,123648,2
123648,112802,2
112800,112801,2
112801,112802,2
108893,108894,1
51927,124013,3
124013,51930,3
51927,51929,3
51929,51930,3
48020,48042,43
48042,48063,43
36299,36326,53
36326,36352,53
94021,94027,11
94027,94032,11
44869,44901,63
44901,44932,63
78393,118945,3
118945,78395,3
78393,78394,2
78394,78395,2
103347,103394,94
103394,103441,94
83056,83070,28
83070,83084,28
22183,22221,76
22221,22259,76
84568,119138,2
119138,84570,2
84568,84569,2
84569,84570,2
11218,11308,179
11308,11397,179
19788,19796,1
19788,19789,1
33021,117842,4
117842,33024,4
33021,33023,3
33023,33024,3
45498,123933,2
123933,45500,2
45498,45499,2
45499,45500,2
21300,120305,3
120305,120306,3
21300,21301,2
21301,21302,2
119604,119605,1
9579,122342,2
122342,9580,2
9579,9580,1
75115,118827,3
118827,75119,3
75115,75117,4
75117,75119,4
87592,124346,3
124346,87595,3
87592,121067,1
87592,119221,2
119221,87594,2
87592,87593,2
87593,87594,2
63394,63402,16
63402,63410,16
5672,5675,5
5675,5677,5
26719,26723,7
26723,26726,7
36045,125425,3
125425,36048,3
36045,36047,3
36047,36048,3
7940,122319,2
122319,7942,2
7940,7941,2
7941,7942,2
106244,126326,2
126326,106246,2
106244,106245,2
106245,106246,2
65662,118582,2
118582,65665,2
65662,65664,3
65664,65665,3
61755,61756,1
25080,25102,44
25102,25124,44
116326,121545,4
121545,116330,4
116326,116328,4
116328,116330,4
30499,30505,11
30505,30510,11
35918,123887,6
123887,35923,6
35918,35921,5
35921,35923,5
98303,119738,1
98303,98304,1
53814,53888,147
53888,53961,147
100571,119820,3
119820,100573,3
100571,100572,2
100572,100573,2
47512,122893,2
122893,47514,2
47512,47513,2
47513,47514,2
84187,84209,43
84209,84230,43
101327,126233,2
126233,101331,2
101327,101329,4
101329,101331,4
93513,121207,4
121207,93517,4
93513,93515,4
93515,93517,4
7686,122310,5
122310,7689,5
7686,7688,3
7688,7689,3
49024,122940,5
122940,49028,5
49024,49026,4
49026,49028,4
41210,122747,3
122747,41216,3
41210,41213,6
41213,41216,6
73978,73987,17
73987,73995,17
83304,119113,3
119113,119114,3
83304,83305,2
83305,83306,2
99688,99700,24
99700,99712,24
91874,126044,3
126044,91878,3
91874,91875,2
91875,91876,2
6047,121910,4
121910,6051,4
6047,6049,4
6049,6051,4
22431,22456,50
22456,22481,50
52048,52054,12
52054,52060,12
80909,80936,53
80936,80962,53
60618,60656,75
60656,60693,75
110526,124770,3
124770,110531,3
110526,110529,5
110529,110531,5
73851,123059,3
123059,73854,3
73851,73853,3
73853,73854,3
90235,123328,3
123328,90238,3
90235,90236,1
41083,41094,22
41094,41105,22
33269,33270,1
41839,118082,1
41839,41840,2
41840,41841,2
87840,87844,8
87844,87848,8
96410,121293,3
121293,96412,3
96410,96411,1
88596,121103,2
121103,88599,2
88596,88598,3
88598,88599,3
15246,117472,5
117472,15254,5
15246,15247,1
64398,118565,4
118565,64402,4
64398,64400,4
64400,64402,4
97166,124454,2
124454,97168,2
97166,97167,2
97167,97168,2
101829,101843,27
101843,101856,27
90108,123326,2
123326,90110,2
90108,90109,2
90109,90110,2
111155,111162,13
111162,111168,13
21421,21425,7
21425,21428,7
54945,54952,14
54952,54959,14
121237,94096,1
68934,124136,2
124136,68937,2
68934,68936,3
68936,68937,3
114935,114939,8
114939,114943,8
66539,118591,4
118591,66542,4
66539,66541,3
66541,66542,3
75109,118823,6
118823,75112,6
75109,75111,3
75111,75112,3
5666,121818,3
121818,5672,3
5666,117377,3
117377,5671,3
5666,5669,5
5669,5671,5
18143,117563,4
117563,18145,4
18143,18144,2
18144,18145,2
87586,123274,2
123274,87587,2
87586,87588,1
87586,87587,1
30620,30644,47
30644,30667,47
104726,104731,9
104731,104735,9
85191,85207,31
85207,85222,31
48516,48524,16
48524,48532,16
77377,118862,2
118862,77380,2
77377,77378,1
110145,110149,7
110149,110152,7
4027,121576,3
121576,4032,3
4027,4030,5
4030,4032,5
32888,125326,2
125326,32891,2
32888,32890,3
32890,32891,3
82040,119079,4
119079,82042,4
82040,82041,2
82041,82042,2
98424,126179,5
126179,98427,5
98424,98426,3
98426,98427,3
21167,122453,3
122453,21170,3
21167,21169,3
21169,21170,3
103087,103107,40
103107,103127,40
111657,120098,4
120098,111660,4
111657,111659,3
111659,111660,3
74982,74998,31
74998,75013,31
99936,99958,43
99958,99979,43
30493,120531,3
120531,30496,3
30493,30495,3
30495,30496,3
14109,14116,14
14116,14123,14
67924,118658,3
118658,67926,3
67924,67925,2
67925,67926,2
113169,113178,17
113178,113186,17
76494,125826,3
125826,76497,3
76494,76496,3
76496,76497,3
64773,125784,3
125784,64775,3
64773,64774,2
64774,64775,2
97541,124458,2
124458,97543,2
97541,97542,2
97542,97543,2
73343,118763,4
118763,73347,4
73343,73345,4
73345,73347,4
32005,32010,10
32010,32015,10
98297,98315,1
98297,98298,2
98298,98299,2
110774,123620,3
123620,110776,3
110774,110775,1
114681,114701,40
114701,114721,40
111530,120085,4
120085,111533,4
111530,111532,3
111532,111533,3
74855,120975,2
120975,74857,2
74855,74856,2
74856,74857,2
83425,123194,3
123194,83427,3
83425,83426,2
83426,83427,2
116193,126545,2
126545,116198,2
116193,116196,5
116196,116198,5
38936,118053,3
118053,38939,3
38936,38938,3
38938,38939,3
120856,124076,2
124076,59076,2
120856,59076,1
18645,18659,27
18659,18672,27
71704,71720,31
71720,71735,31
15494,123713,2
123713,15496,2
15494,15495,2
15495,15496,2
113798,120179,1
113798,113800,3
113800,113801,3
44355,44403,95
44403,44450,95
61495,61510,30
61510,61525,30
102833,102841,15
102841,102848,15
111403,123630,3
123630,111406,3
111403,111405,3
111405,111406,3
54437,54446,18
54446,54455,18
30239,120518,4
120518,30241,4
30239,30240,2
30240,30241,2
91868,91874,1
91868,91869,2
91869,91870,2
42716,42717,1
19274,117600,4
117600,19279,4
19274,19277,5
19277,19279,5
101194,101199,9
101199,101203,9
122241,124896,3
124896,7283,3
122241,122243,4
122243,7283,4
94892,94912,39
94912,94931,39
70694,123033,4
123033,70697,4
70694,70696,3
70696,70697,3
83927,123201,2
123201,83930,2
83927,83929,3
83929,83930,3
100311,100327,32
100327,100343,32
92497,126057,2
126057,92499,2
92497,92498,1
104974,123567,4
123567,104977,4
104974,104976,3
104976,104977,3
32380,125291,3
125291,32383,3
32380,32382,3
32382,32383,3
77625,77639,28
77639,77653,28
87707,119233,1
87707,87708,2
87708,87709,2
47125,47126,1
22927,22928,1
7299,122250,3
122250,7303,3
7299,7301,4
7301,7303,4
105603,105634,61
105634,105664,61
15869,117485,4
117485,15872,4
15869,15871,3
15871,15872,3
110266,121466,4
121466,110269,4
110266,110268,3
110268,110269,3
77498,77499,1
5660,121815,5
121815,5665,5
5660,5663,5
5663,5665,5
18137,18140,6
18140,18143,6
108627,124724,2
124724,108630,2
108627,108629,3
108629,108630,3
64138,64145,14
64145,64152,14
27463,117717,4
117717,27466,4
27463,27465,3
27465,27466,3
85185,119150,3
119150,85191,3
85185,85188,6
85188,85191,6
117953,35205,1
77371,125829,4
125829,123106,4
77371,123106,1
77371,77372,2
77372,77373,2
114046,114055,17
114055,114063,17
85941,85951,19
85951,85960,19
32882,125325,3
125325,32886,3
32882,32884,4
32884,32886,4
46115,46146,61
46146,46176,61
5533,121746,3
121746,5537,3
5533,5535,4
5535,5537,4
120977,124207,5
124207,75089,5
120977,120978,2
120978,120979,2
23429,120387,4
120387,120389,4
23429,23430,2
23430,23431,2
81907,119068,4
119068,81910,4
81907,81909,3
81909,81910,3
45988,46004,32
46004,46020,32
74849,74851,4
74851,74853,4
108373,108375,4
108375,108377,4
96652,96659,13
96659,96665,13
84931,119146,1
84931,84932,2
84932,84933,2
117699,26275,1
109885,109910,49
109910,109934,49
105978,119990,4
119990,105983,4
105978,105981,5
105981,105983,5
85687,85695,15
85695,85702,15
90350,90354,7
90354,90357,7
29477,125230,3
125230,29481,3
29477,29479,4
29479,29481,4
99676,99680,7
99680,99683,7
18512,125025,2
125025,18515,2
18512,18514,3
18514,18515,3
67664,67672,16
67672,67680,16
72327,118745,2
118745,72329,2
72327,72328,2
72328,72329,2
101188,101190,4
101190,101192,4
15361,120226,2
120226,15363,2
15361,15362,2
15362,15363,2
97281,119514,4
119514,97284,4
97281,97283,3
97283,97284,3
110514,110520,12
110520,110526,12
94886,123434,3
123434,94892,3
94886,94889,6
94889,94892,6
103456,103483,54
103483,103510,54
119840,101116,1
46490,120736,2
120736,120737,2
46490,46492,3
46492,46493,3
75351,75353,3
75353,75354,3
84677,124312,4
124312,84680,4
84677,84679,3
84679,84680,3
19141,19181,80
19181,19221,80
85433,85438,10
85438,85443,10
110387,110406,37
110406,110424,37
58084,58153,138
58153,58222,138
119713,124511,2
124511,119718,2
119713,119716,5
119716,119718,5
1118,117293,3
117293,1121,3
1118,1120,3
1120,1121,3
74468,74483,30
74483,74498,30
9688,124905,3
124905,9691,3
9688,9690,3
9690,9691,3
104085,104089,7
104089,104092,7
100178,100179,2
100179,100180,2
112655,123645,3
123645,112658,3
112655,112657,3
112657,112658,3
46363,46376,25
46376,46388,25
67410,67419,17
67419,67427,17
18258,18261,5
18261,18263,5
7293,122247,4
122247,7296,4
7293,7295,3
7295,7296,3
36154,36173,37
36173,36191,37
77492,125880,2
125880,77494,2
77492,118921,3
118921,77494,3
77492,77493,2
77493,77494,2
110260,124759,4
124759,110264,4
110260,110262,4
110262,110264,4
66527,66533,12
66533,66539,12
79004,79108,207
79108,79211,207
103958,119928,1
103958,103959,1
75853,75867,27
75867,75880,27
36027,125422,5
125422,36030,5
36027,36029,3
36029,36030,3
117947,123863,3
123863,35198,3
117947,35198,1
36783,118008,2
118008,36785,2
36783,36784,2
36784,36785,2
49260,120784,4
120784,49264,4
49260,49262,4
49262,49264,4
115552,115553,1
5527,117375,2
117375,5528,2
5527,5528,1
38295,118019,1
38295,38297,4
38297,38299,4
21911,21914,5
21914,21916,5
59342,125732,4
125732,59345,4
59342,59344,3
59344,59345,3
104587,121445,3
121445,104590,3
104587,104589,3
104589,104590,3
92110,92111,1
92866,121193,3
121193,92868,3
92866,92867,2
92867,92868,2
117820,32699,1
117820,117822,4
117822,117824,4
101436,101437,2
101437,101438,2
20272,20282,20
20282,20292,20
98285,119684,1
98285,98287,3
98287,98288,3
4644,4665,41
4665,4685,41
115425,126533,2
126533,115427,2
115425,115426,2
115426,115427,2
116181,121539,4
121539,116185,4
116181,116183,4
116183,116185,4
91983,92001,36
92001,92019,36
18633,18634,1
14726,117459,2
117459,14728,2
14726,14727,2
14727,14728,2
